author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"Wai, Jonathan",238,2,Jonathan,Wai,male,Frontiers in psychology,2015,1903
"Walker, Ellen",158,3,Ellen,Walker,female,Contemporary Educational Psychology,2018,1316
"Walker, Erica",130,2,Erica,Walker,female,Journal of Negro Education,2012,1317
"Walker, Erica",130,2,Erica,Walker,female,Journal of Women and Minorities in Science and Engineering,2011,1318
"Walker, Erica",248,2,Erica,Walker,female,Journal of Negro Education,2012,1317
"Walker, Erica",248,2,Erica,Walker,female,Journal of Women and Minorities in Science and Engineering,2011,1318
"Walker, Melanie",533,1,Melanie,Walker,female,Higher Education,2015,1319
"Walsh, Andrea",78,3,Andrea,Walsh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1320
"Walters, Julie",641,1,Julie,Walters,female,Review of Policy Research,2010,1321
"Walton, Gregory",48,1,Gregory,Walton,male,Journal of educational psychology,2015,1904
"Wan, Min",181,5,Min,Wan,NA,Journal of vocational behavior,2016,1322
"Wang, Haiwen",284,2,Haiwen,Wang,NA,Journal of Research in Science Teaching,2016,1323
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Psychological Science,2013,1909
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Developmental Review,2013,1905
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1906
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Psychological Science,2013,1909
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Developmental Review,2013,1905
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1906
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Psychological Science,2013,1909
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Developmental Review,2013,1905
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1906
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Psychological Science,2013,1909
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Developmental Review,2013,1905
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Educational Psychology Review,2017,1906
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Psychological Science,2013,1909
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Developmental Review,2013,1905
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1906
"Wang, Xueli",563,1,Xueli,Wang,NA,Research in Higher Education,2013,1327
"Wang, Xueli",563,1,Xueli,Wang,NA,Research in Higher Education,2016,1328
"Wang, Xueli",563,1,Xueli,Wang,NA,American Educational Research Journal,2013,1324
"Wang, Xueli",563,1,Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325
"Wang, Xueli",563,1,Xueli,Wang,NA,Frontiers in Psychology,2017,1326
"Wang, Xueli",223,1,Xueli,Wang,NA,Research in Higher Education,2013,1327
"Wang, Xueli",223,1,Xueli,Wang,NA,Research in Higher Education,2016,1328
"Wang, Xueli",223,1,Xueli,Wang,NA,American Educational Research Journal,2013,1324
"Wang, Xueli",223,1,Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325
"Wang, Xueli",223,1,Xueli,Wang,NA,Frontiers in Psychology,2017,1326
"Wang, Xueli",438,1,Xueli,Wang,NA,Research in Higher Education,2013,1327
"Wang, Xueli",438,1,Xueli,Wang,NA,Research in Higher Education,2016,1328
"Wang, Xueli",438,1,Xueli,Wang,NA,American Educational Research Journal,2013,1324
"Wang, Xueli",438,1,Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325
"Wang, Xueli",438,1,Xueli,Wang,NA,Frontiers in Psychology,2017,1326
"Wang, Xueli",567,1,Xueli,Wang,NA,Research in Higher Education,2013,1327
"Wang, Xueli",567,1,Xueli,Wang,NA,Research in Higher Education,2016,1328
"Wang, Xueli",567,1,Xueli,Wang,NA,American Educational Research Journal,2013,1324
"Wang, Xueli",567,1,Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325
"Wang, Xueli",567,1,Xueli,Wang,NA,Frontiers in Psychology,2017,1326
"Wang, Xueli",389,2,Xueli,Wang,NA,Research in Higher Education,2013,1327
"Wang, Xueli",389,2,Xueli,Wang,NA,Research in Higher Education,2016,1328
"Wang, Xueli",389,2,Xueli,Wang,NA,American Educational Research Journal,2013,1324
"Wang, Xueli",389,2,Xueli,Wang,NA,Community College Journal of Research & Practice,2016,1325
"Wang, Xueli",389,2,Xueli,Wang,NA,Frontiers in Psychology,2017,1326
"Wang, Yan",384,4,Yan,Wang,male,Chinese Sociological Review,2016,1910
"Ward, Deborah",473,3,Deborah,Ward,female,Personality and Social Psychology Bulletin,2018,1329
"Warner, Isiah",16,5,Isiah,Warner,male,Journal of chemical education,2014,1911
"Wasburn, Mara",251,1,Mara,Wasburn,female,International Journal of Information and Communication Technology Education (IJICTE),2007,1330
"Wassenberg, Deena",350,5,Deena,Wassenberg,female,BioScience,2018,1331
"Watford, Bevlee",189,4,Bevlee,Watford,NA,Journal of vocational behavior,2015,1332
"Watkins, Keiana",56,4,Keiana,Watkins,female,CBE Life Sciences Education,2017,1333
"Watt, Fiona",136,32,Fiona,Watt,female,Cell Stem Cell,2015,1334
"Watt, Fiona",136,32,Fiona,Watt,female,Cell Stem Cell,2015,1335
"Watt, Fiona",136,3,Fiona,Watt,female,Cell Stem Cell,2015,1334
"Watt, Fiona",136,3,Fiona,Watt,female,Cell Stem Cell,2015,1335
"Weaver, Gabriela",320,4,Gabriela,Weaver,female,Social Sciences,2017,1337
"Weaver, Joseph",378,18,Joseph,Weaver,male,PLoS ONE,2018,1912
"Webb, Emily",378,17,Emily,Webb,female,PLoS ONE,2018,1338
"Weber, Christina",612,1,Christina,Weber,female,International Review of Qualitative Research,2012,1339
"Webster-Giddings, Allison",86,1,Allison,Webster-Giddings,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1340
"Weeden, Kim",208,3,Kim,Weeden,female,Sociological Science,2017,1342
"Weeden, Kim",208,3,Kim,Weeden,female,Social science research,2013,1341
"Weeden, Kim",515,1,Kim,Weeden,female,Sociological Science,2017,1342
"Weeden, Kim",515,1,Kim,Weeden,female,Social science research,2013,1341
"Wegemer, Christopher",185,1,Christopher,Wegemer,male,Journal of Vocational Behavior,2018,1913
"Wei, Xin",542,1,Xin,Wei,female,Journal of Autism and Developmental Disorders,2013,1343
"Weigold, Ingrid",191,4,Ingrid,Weigold,female,Journal of vocational behavior,2017,1344
"Weindorf, David",519,7,David,Weindorf,male,Soil Science Society of America Journal,2018,1914
"Weintraub, Dayna",571,5,Dayna,Weintraub,female,Research in Higher Education,2016,1345
"Weisgram, Erica",644,2,Erica,Weisgram,female,Social Issues and Policy Review,2015,1346
"Weisgram, Erika",326,1,Erika,Weisgram,female,Social Sciences,2017,1347
"Weiss, Stacey",350,6,Stacey,Weiss,female,BioScience,2018,1348
"Welch, Erin",500,3,Erin,Welch,female,Science Technology and Human Values,2018,1349
"Wellenstein, Mary Jo",259,3,Mary Jo,Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1350
"Wendel, Paul",404,2,Paul,Wendel,male,International Journal of Science Education,2018,1915
"Wendell, Dawn",78,2,Dawn,Wendell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1351
"West, James",356,3,James,West,male,Quarterly Journal of Economics,2010,1916
"West, Michael",70,2,Michael,West,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1917
"Westerhuis, Gerarda",595,2,Gerarda,Westerhuis,NA,Small Business Economics,2018,1352
"Westfall, Jacob",575,2,Jacob,Westfall,male,Sex Roles,2016,1918
"Westphall, Michael",557,4,Michael,Westphall,male,Journal of the American Society for Mass Spectrometry,2017,1919
"Whalen, Donald",255,1,Donald,Whalen,male,Journal of STEM Education : Innovations and Research,2010,1920
"Whang, Hannah",560,4,Hannah,Whang,female,Research in Higher Education,2016,1353
"Whang, Hannah",560,4,Hannah,Whang,female,Research in Higher Education,2015,1354
"Whang, Hannah",571,4,Hannah,Whang,female,Research in Higher Education,2016,1353
"Whang, Hannah",571,4,Hannah,Whang,female,Research in Higher Education,2015,1354
"White, Kate",112,1,Kate,White,female,Australian Quarterly,2015,1355
"White, Paul",592,2,Paul,White,male,Sex Roles,2008,1921
"Whitehead, Jessica",503,2,Jessica,Whitehead,female,Social Psychological and Personality Science,2011,1356
"Whitney, Telle",252,1,Telle,Whitney,NA,Computer,2018,1357
"Wickersham, Kelly",389,1,Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1358
"Wiebke, Heidi",291,3,Heidi,Wiebke,female,Science Education,2014,1359
"Wiggins, Benjamin",373,4,Benjamin,Wiggins,male,PLoS ONE,2016,1922
"Wilbur, Meaghan",516,3,Meaghan,Wilbur,female,SMPTE Motion Imaging Journal,2018,1360
"Wilkins-Yel, Kerrie",647,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1362
"Wilkins-Yel, Kerrie",647,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1363
"Wilkins-Yel, Kerrie",187,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1362
"Wilkins-Yel, Kerrie",187,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1363
"Wilkins, Kerrie",459,3,Kerrie,Wilkins,NA,Journal of Career Assessment,2015,1361
"Wille, Eike",45,2,Eike,Wille,NA,Journal of educational psychology,2017,1364
"Williams-Hatala, Erin",277,9,Erin,Williams-Hatala,female,American Journal of Physical Anthropology,2018,1370
"Williams, Amy",588,2,Amy,Williams,female,Sex Roles,2012,1365
"Williams, Joan",5,1,Joan,Williams,male,Journal of Research in Gender Studies,2016,1923
"Williams, Wendy",242,2,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1368
"Williams, Wendy",242,2,Wendy,Williams,female,Frontiers in psychology,2015,1366
"Williams, Wendy",242,2,Wendy,Williams,female,Journal of Women and Minorities in Science and Engineering,2012,1367
"Williams, Wendy",242,2,Wendy,Williams,female,Psychological Science in the Public Interest,2014,1369
"Williams, Wendy",119,2,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1368
"Williams, Wendy",119,2,Wendy,Williams,female,Frontiers in psychology,2015,1366
"Williams, Wendy",119,2,Wendy,Williams,female,Journal of Women and Minorities in Science and Engineering,2012,1367
"Williams, Wendy",119,2,Wendy,Williams,female,Psychological Science in the Public Interest,2014,1369
"Williams, Wendy",483,4,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1368
"Williams, Wendy",483,4,Wendy,Williams,female,Frontiers in psychology,2015,1366
"Williams, Wendy",483,4,Wendy,Williams,female,Journal of Women and Minorities in Science and Engineering,2012,1367
"Williams, Wendy",483,4,Wendy,Williams,female,Psychological Science in the Public Interest,2014,1369
"Williams, Wendy",340,1,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1368
"Williams, Wendy",340,1,Wendy,Williams,female,Frontiers in psychology,2015,1366
"Williams, Wendy",340,1,Wendy,Williams,female,Journal of Women and Minorities in Science and Engineering,2012,1367
"Williams, Wendy",340,1,Wendy,Williams,female,Psychological Science in the Public Interest,2014,1369
"Williams, Williams",228,1,Williams,Williams,male,Frontiers in Psychology,2017,1924
"Wills, Theodore",157,3,Theodore,Wills,male,Contemporary Educational Psychology,2013,1925
"Wilson, Alyson",375,4,Alyson,Wilson,female,PLoS ONE,2017,1371
"Wilson, Claire",545,5,Claire,Wilson,female,Journal of Science Education and Technology,2017,1372
"Wilson, Denise",115,1,Denise,Wilson,female,Journal of Women and Minorities in Science and Engineering,2015,1373
"Wilson, Rachel",283,1,Rachel,Wilson,female,Journal of Research in Science Teaching,2013,1375
"Wilson, Robyn",122,4,Robyn,Wilson,female,Journal of Women and Minorities in Science and Engineering,2018,1376
"Wilson, Zakiya",16,1,Zakiya,Wilson,female,Journal of chemical education,2014,1377
"Winfield, Leyte",110,2,Leyte,Winfield,NA,Peer review,2014,1378
"Winkfield, Karen",149,7,Karen,Winkfield,female,Advances in Radiation Oncology,2018,1379
"Winston-Proctor, Cynthia",498,3,Cynthia,Winston-Proctor,female,Review of Research in Education,2018,1380
"Winterer, Erica",66,1,Erica,Winterer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1381
"Wladis, Claire",442,1,Claire,Wladis,female,Community College Review,2015,1382
"Wladis, Claire",442,1,Claire,Wladis,female,Computers & Education,2015,1383
"Wladis, Claire",155,1,Claire,Wladis,female,Community College Review,2015,1382
"Wladis, Claire",155,1,Claire,Wladis,female,Computers & Education,2015,1383
"Wolniak, Gregory",146,2,Gregory,Wolniak,male,Teachers College Record,2013,1927
"Wolniak, Gregory",146,2,Gregory,Wolniak,male,Research in Higher Education,2012,1926
"Wolniak, Gregory",569,2,Gregory,Wolniak,male,Teachers College Record,2013,1927
"Wolniak, Gregory",569,2,Gregory,Wolniak,male,Research in Higher Education,2012,1926
"Wong, Y. L. Anne",325,4,Y. L. Anne,Wong,NA,Social Sciences,2017,1384
"Woodcock, Anna",46,2,Anna,Woodcock,female,Journal of educational psychology,2013,1385
"Woodruff, Teresa",368,7,Teresa,Woodruff,female,PLoS Biology,2016,1386
"Woodson, Kamilah",300,3,Kamilah,Woodson,female,New Directions for Higher Education,2013,1387
"Woodson, Kamilah",300,3,Kamilah,Woodson,female,Review of Research in Education,2018,1388
"Woodson, Kamilah",498,6,Kamilah,Woodson,female,New Directions for Higher Education,2013,1387
"Woodson, Kamilah",498,6,Kamilah,Woodson,female,Review of Research in Education,2018,1388
"Woolley, Anita",401,2,Anita,Woolley,female,Interdisciplinary Science Reviews,2011,1389
"Wright, Carol",243,2,Carol,Wright,female,Harvard Educational Review,2011,1390
"Wright, Richard",601,1,Richard,Wright,male,Economic Geography,2017,1928
"Wu, Lillian",615,1,Lillian,Wu,female,Issues in Science & Technology,2011,1391
"Wu, Roseann",275,8,Roseann,Wu,female,Journal of Medical Internet Research,2018,1392
"Wu, Zhen",75,1,Zhen,Wu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1393
"Wyer, Mary",307,2,Mary,Wyer,female,New Directions for Institutional Research,2011,1394
"Wynn, Alison",506,1,Alison,Wynn,female,Social Studies of Science,2018,1395
"Wyss, Vanessa",364,1,Vanessa,Wyss,female,College Student Journal,2010,1396
"Xie, Yu",101,1,Yu,Xie,female,Annual Review of Sociology,2015,1397
"Xu, Huan",262,2,Huan,Xu,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,1398
"Xu, Kath",78,1,Kath,Xu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1399
"Xu, Yonghong",531,1,Yonghong,Xu,NA,Gender Issues,2011,1400
"Xu, Yonghong",531,1,Yonghong,Xu,NA,Research in Higher Education,2008,1404
"Xu, Yonghong",531,1,Yonghong,Xu,NA,Journal of Higher Education,2015,1402
"Xu, Yonghong",531,1,Yonghong,Xu,NA,Research in Higher Education,2016,1403
"Xu, Yonghong",531,1,Yonghong,Xu,NA,Journal of Career Development,2017,1401
"Xu, Yonghong",462,1,Yonghong,Xu,NA,Gender Issues,2011,1400
"Xu, Yonghong",462,1,Yonghong,Xu,NA,Research in Higher Education,2008,1404
"Xu, Yonghong",462,1,Yonghong,Xu,NA,Journal of Higher Education,2015,1402
"Xu, Yonghong",462,1,Yonghong,Xu,NA,Research in Higher Education,2016,1403
"Xu, Yonghong",462,1,Yonghong,Xu,NA,Journal of Career Development,2017,1401
"Xu, Yonghong",565,1,Yonghong,Xu,NA,Gender Issues,2011,1400
"Xu, Yonghong",565,1,Yonghong,Xu,NA,Research in Higher Education,2008,1404
"Xu, Yonghong",565,1,Yonghong,Xu,NA,Journal of Higher Education,2015,1402
"Xu, Yonghong",565,1,Yonghong,Xu,NA,Research in Higher Education,2016,1403
"Xu, Yonghong",565,1,Yonghong,Xu,NA,Journal of Career Development,2017,1401
"Xu, Yonghong",414,1,Yonghong,Xu,NA,Gender Issues,2011,1400
"Xu, Yonghong",414,1,Yonghong,Xu,NA,Research in Higher Education,2008,1404
"Xu, Yonghong",414,1,Yonghong,Xu,NA,Journal of Higher Education,2015,1402
"Xu, Yonghong",414,1,Yonghong,Xu,NA,Research in Higher Education,2016,1403
"Xu, Yonghong",414,1,Yonghong,Xu,NA,Journal of Career Development,2017,1401
"Xu, Yonghong",561,1,Yonghong,Xu,NA,Gender Issues,2011,1400
"Xu, Yonghong",561,1,Yonghong,Xu,NA,Research in Higher Education,2008,1404
"Xu, Yonghong",561,1,Yonghong,Xu,NA,Journal of Higher Education,2015,1402
"Xu, Yonghong",561,1,Yonghong,Xu,NA,Research in Higher Education,2016,1403
"Xu, Yonghong",561,1,Yonghong,Xu,NA,Journal of Career Development,2017,1401
"Yakura, Elaine",604,2,Elaine,Yakura,female,Women's Studies,2008,1405
"Yamanaka, Aoi",386,2,Aoi,Yamanaka,female,Community College Journal of Research & Practice,2016,1406
"Yamawaki, Niwako",592,3,Niwako,Yamawaki,NA,Sex Roles,2008,1407
"Yang, Beender",646,3,Beender,Yang,NA,Research and Practice in Technology Enhanced Learning,2017,1929
"Yang, Yang",184,1,Yang,Yang,male,Journal of vocational behavior,2015,1930
"Yates, Nicole",82,1,Nicole,Yates,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1408
"Ye, Feifei",233,3,Feifei,Ye,NA,Frontiers in Psychology,2015,1409
"Yen, Joyce",556,4,Joyce,Yen,female,Journal of Technology Transfer,2017,1410
"Yen, Joyce",556,4,Joyce,Yen,female,Journal of Women and Minorities in Science and Engineering,2007,1411
"Yen, Joyce",129,1,Joyce,Yen,female,Journal of Technology Transfer,2017,1410
"Yen, Joyce",129,1,Joyce,Yen,female,Journal of Women and Minorities in Science and Engineering,2007,1411
"Yeomans, Lucy",585,6,Lucy,Yeomans,female,American Educational Research Journal,2017,1412
"Yeomans, Lucy",585,6,Lucy,Yeomans,female,Sex Roles,2017,1413
"Yeomans, Lucy",436,5,Lucy,Yeomans,female,American Educational Research Journal,2017,1412
"Yeomans, Lucy",436,5,Lucy,Yeomans,female,Sex Roles,2017,1413
"Yew, Guo Zheng",83,2,Guo Zheng,Yew,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1932
"Yoon, Ilmi",103,2,Ilmi,Yoon,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,1414
