author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"Torres, Lisette",141,1,Lisette, Torres,female,Cultural Studies of Science Education,2015,1601
"Torres, Lisette",141,1,Lisette,Torres,female,International Journal of Science in Society,2012,487
"Townley, Matthew",601,3,Matthew, Townley,male,Economic Geography,2017,1844
"Tracy, Hailee",317,4,Hailee, Tracy,female,Social Sciences,2018,974
"Trautwein, Ulrich",45,6,Ulrich, Trautwein,male,Journal of educational psychology,2017,143
"Travers, Robb",134,4,Robb, Travers,NA,BMC Public Health,2015,441
"Triplett, Eric",54,4,Eric, Triplett,male,CBE Life Sciences Education,2016,183
"Troisi, Jordan",634,4,Jordan, Troisi,male,Personality and Social Psychology Bulletin,2011,1430
"Troisi, Jordan",634,4,Jordan, Troisi,male,Journal of Applied Social Psychology,2016,1928
"Troisi, Jordan",471,3,Jordan, Troisi,male,Personality and Social Psychology Bulletin,2011,1430
"Troisi, Jordan",471,3,Jordan, Troisi,male,Journal of Applied Social Psychology,2016,1928
"Truong, Nancy",34,6,Nancy, Truong,female,Journal of Counseling Psychology,2018,103
"Tsai, Janet",67,3,Janet, Tsai,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,239
"Tsui, Ming",384,1,Ming,Tsui,male,Chinese Sociological Review,2016,1197
"Tumin, Dmitry",335,2,Dmitry, Tumin,male,Demographic Research,2016,1027
"Tunnicliffe, Helen",271,1,Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,833
"Turner, Trudy",277,1,Trudy,Turner,female,American Journal of Physical Anthropology,2018,857
"Tyler-Wood, Tandra",544,3,Tandra, Tyler-Wood,NA,Computers in Human Behavior,2014,535
"Tyler-Wood, Tandra",544,3,Tandra, Tyler-Wood,NA,Journal of Science Education and Technology,2015,1659
"Tyler-Wood, Tandra",156,3,Tandra, Tyler-Wood,NA,Computers in Human Behavior,2014,535
"Tyler-Wood, Tandra",156,3,Tandra, Tyler-Wood,NA,Journal of Science Education and Technology,2015,1659
"Valentine, Maureen",96,5,Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,246
"Valentine, Maureen",96,5,Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,327
"Valentine, Maureen",69,5,Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,246
"Valentine, Maureen",69,5,Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,327
"Valentino, Lauren",501,1,Lauren,Valentino,female,Social Currents,2016,1531
"Valentino, Lauren",501,1,Lauren, Valentino,female,Economics of Education Review,2015,558
"Valentino, Lauren",163,5,Lauren,Valentino,female,Social Currents,2016,1531
"Valentino, Lauren",163,5,Lauren, Valentino,female,Economics of Education Review,2015,558
"Valla, Jeffrey",119,1,Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,392
"Valla, Jeffrey",119,1,Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1450
"Valla, Jeffrey",477,1,Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,392
"Valla, Jeffrey",477,1,Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1450
"van der Molen, Juliette H",541,2,Juliette H, van der Molen,NA,International Journal of Technology and Design Education,2016,1649
"Van Oosten, Ellen",240,1,Ellen,Van Oosten,female,Frontiers in Psychology,2017,770
"van Tuijl, Cathy",541,1,Cathy,van Tuijl,female,International Journal of Technology and Design Education,2016,1648
"Vasquez, Ariana",287,5,Ariana, Vasquez,female,Science Education,2018,906
"Vasquez, Kris",619,2,Kris, Vasquez,male,Adultspan Journal,2014,1885
"Vaughan, Karen",519,2,Karen, Vaughan,female,Soil Science Society of America Journal,2018,1578
"Vazquez,",64,3,, Vazquez,NA,American Society for Engineering Education,2007,226
"Veinot, Tiffany",276,1,Tiffany,Veinot,female,Journal of Medical Internet Research,2013,852
"Venator, Edmond",384,3,Edmond, Venator,male,Chinese Sociological Review,2016,1199
"Verdin, Dina",321,1,Dina,Verdin,female,Social Sciences,2018,987
"Vermeylen, Francoise",228,5,Francoise, Vermeylen,NA,Frontiers in Psychology,2017,738
"Veurink, Norma",195,2,Norma, Veurink,female,Learning and Individual Differences,2018,645
"Vichayapai, Marissa",502,3,Marissa, Vichayapai,female,Psychology of Women Quarterly,2013,1483
"Vichayapai, Marissa",502,3,Marissa, Vichayapai,female,Social Psychological and Personality Science,2011,1537
"Vichayapai, Marissa",488,3,Marissa, Vichayapai,female,Psychology of Women Quarterly,2013,1483
"Vichayapai, Marissa",488,3,Marissa, Vichayapai,female,Social Psychological and Personality Science,2011,1537
"Vieyra, Michelle",142,1,Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,488
"Vila-Concejo, Ana",520,1,Ana,Vila-Concejo,female,Palgrave Communications,2018,1587
"Villablanca, Amparo",334,1,Amparo,Villablanca,female,Journal of Women's Health,2011,1022
"Villalobos, Guillermo",598,4,Guillermo, Villalobos,male,Social Psychology of Education,2015,1834
"Villanueva, Idalis",85,2,Idalis, Villanueva,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,292
"Villasenor, Amelia",277,16,Amelia, Villasenor,female,American Journal of Physical Anthropology,2018,872
"Visentin, Fabiana",376,2,Fabiana, Visentin,female,PLoS ONE,2015,1156
"Vlaicu, Sorina",640,2,Sorina, Vlaicu,NA,Review of Policy Research,2010,1944
"Vogel, Erin",277,17,Erin, Vogel,female,American Journal of Physical Anthropology,2018,873
"Von Thaden, Terry",292,1,Terry,Von Thaden,male,Journal of the American Society for Information Science and Technology,2008,919
"Vossen, Jordan",576,4,Jordan, Vossen,male,Sex Roles,2018,1758
"Vunjak-Novakovic, Gordana",136,31,Gordana, Vunjak-Novakovic,NA,Cell Stem Cell,2015,477
"Wagner, Ashley",282,2,Ashley, Wagner,female,Journal of Research in Science Teaching,2016,888
"Wai, Jonathan",238,2,Jonathan, Wai,male,Frontiers in psychology,2015,766
"Walker, Ellen",158,3,Ellen, Walker,female,Contemporary Educational Psychology,2018,544
"Walker, Erica",130,2,Erica, Walker,female,Journal of Negro Education,2012,788
"Walker, Erica",130,2,Erica, Walker,female,Journal of Women and Minorities in Science and Engineering,2011,425
"Walker, Erica",248,2,Erica, Walker,female,Journal of Negro Education,2012,788
"Walker, Erica",248,2,Erica, Walker,female,Journal of Women and Minorities in Science and Engineering,2011,425
"Walker, Melanie",533,1,Melanie,Walker,female,Higher Education,2015,1630
"Walsh, Andrea",78,3,Andrea, Walsh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,271
"Walters, Julie",641,1,Julie,Walters,female,Review of Policy Research,2010,1945
"Walton, Gregory",48,1,Gregory,Walton,male,Journal of educational psychology,2015,152
"Wan, Min",181,5,Min, Wan,NA,Journal of vocational behavior,2016,601
"Wang, Haiwen",284,2,Haiwen, Wang,NA,Journal of Research in Science Teaching,2016,893
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Psychological Science,2013,1454
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",527,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",527,1,Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Psychological Science,2013,1454
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",233,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",233,1,Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Psychological Science,2013,1454
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",479,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",479,1,Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Psychological Science,2013,1454
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",159,1,Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",159,1,Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Educational Psychology Review,2017,1615
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Psychological Science,2013,1454
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Developmental Review,2013,548
"Wang, Ming-Te",454,2,Ming-Te,Wang,NA,Frontiers in Psychology,2015,751
"Wang, Ming-Te",454,2,Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367
"Wang, Xueli",389,2,Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",389,2,Xueli,Wang,NA,Research in Higher Education,2016,1721
"Wang, Xueli",389,2,Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",389,2,Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",389,2,Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Xueli",567,1,Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",567,1,Xueli,Wang,NA,Research in Higher Education,2016,1721
"Wang, Xueli",567,1,Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",567,1,Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",567,1,Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Xueli",563,1,Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",563,1,Xueli,Wang,NA,Research in Higher Education,2016,1721
"Wang, Xueli",563,1,Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",563,1,Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",563,1,Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Xueli",223,1,Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",223,1,Xueli,Wang,NA,Research in Higher Education,2016,1721
"Wang, Xueli",223,1,Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",223,1,Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",223,1,Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Xueli",438,1,Xueli,Wang,NA,Frontiers in Psychology,2017,719
"Wang, Xueli",438,1,Xueli,Wang,NA,Research in Higher Education,2016,1721
"Wang, Xueli",438,1,Xueli,Wang,NA,American Educational Research Journal,2013,1321
"Wang, Xueli",438,1,Xueli,Wang,NA,Research in Higher Education,2013,1726
"Wang, Xueli",438,1,Xueli, Wang,NA,Community College Journal of Research & Practice,2016,1214
"Wang, Yan",384,4,Yan, Wang,male,Chinese Sociological Review,2016,1200
"Ward, Deborah",473,3,Deborah, Ward,female,Personality and Social Psychology Bulletin,2018,1436
"Warner, Isiah",16,5,Isiah, Warner,male,Journal of chemical education,2014,38
"Wasburn, Mara",251,1,Mara,Wasburn,female,International Journal of Information and Communication Technology Education (IJICTE),2007,792
"Wassenberg, Deena",350,5,Deena, Wassenberg,female,BioScience,2018,1063
"Watford, Bevlee",189,4,Bevlee, Watford,NA,Journal of vocational behavior,2015,626
"Watkins, Keiana",56,4,Keiana, Watkins,female,CBE Life Sciences Education,2017,191
"Watt, Fiona",136,3,Fiona, Watt,female,Cell Stem Cell,2015,478
"Watt, Fiona",136,3,Fiona, Watt,female,Cell Stem Cell,2015,449
"Watt, Fiona",136,32,Fiona, Watt,female,Cell Stem Cell,2015,478
"Watt, Fiona",136,32,Fiona, Watt,female,Cell Stem Cell,2015,449
"Watt, Hellen M.",581,1,Hellen M.,Watt,NA,Sex Roles,2017,1775
"Weaver, Gabriela",320,4,Gabriela, Weaver,female,Social Sciences,2017,985
"Weaver, Joseph",378,18,Joseph, Weaver,male,PLoS ONE,2018,1177
"Webb, Emily",378,17,Emily, Webb,female,PLoS ONE,2018,1176
"Weber, Christina",612,1,Christina,Weber,female,International Review of Qualitative Research,2012,1871
"Webster-Giddings, Allison",86,1,Allison,Webster-Giddings,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,294
"Weeden, Kim",515,1,Kim, Weeden,female,Social science research,2013,676
"Weeden, Kim",515,1,Kim,Weeden,female,Sociological Science,2017,1566
"Weeden, Kim",208,3,Kim, Weeden,female,Social science research,2013,676
"Weeden, Kim",208,3,Kim,Weeden,female,Sociological Science,2017,1566
"Wegemer, Christopher",185,1,Christopher,Wegemer,male,Journal of Vocational Behavior,2018,610
"Wei, Xin",542,1,Xin,Wei,female,Journal of Autism and Developmental Disorders,2013,1650
"Weigold, Ingrid",191,4,Ingrid, Weigold,female,Journal of vocational behavior,2017,638
"Weindorf, David",519,7,David, Weindorf,male,Soil Science Society of America Journal,2018,1583
"Weintraub, Dayna",571,5,Dayna, Weintraub,female,Research in Higher Education,2016,1742
"Weisgram, Erica",644,2,Erica, Weisgram,female,Social Issues and Policy Review,2015,1955
"Weisgram, Erika",326,1,Erika,Weisgram,female,Social Sciences,2017,1005
"Weiss, Stacey",350,6,Stacey, Weiss,female,BioScience,2018,1064
"Welch, Erin",500,3,Erin, Welch,female,Science Technology and Human Values,2018,1530
"Wellenstein, Mary Jo",259,3,Mary Jo, Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,812
"Wendel, Paul",404,2,Paul, Wendel,male,International Journal of Science Education,2018,1244
"Wendell, Dawn",78,2,Dawn, Wendell,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,270
"West, James",356,3,James, West,male,Quarterly Journal of Economics,2010,1082
"West, Michael",70,2,Michael, West,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,249
"Westerhuis, Gerarda",595,2,Gerarda, Westerhuis,NA,Small Business Economics,2018,1824
"Westfall, Jacob",575,2,Jacob, Westfall,male,Sex Roles,2016,1752
"Westphall, Michael",557,4,Michael, Westphall,male,Journal of the American Society for Mass Spectrometry,2017,1704
"Whalen, Donald",255,1,Donald,Whalen,male,Journal of STEM Education : Innovations and Research,2010,797
"Whang, Hannah",560,4,Hannah, Whang,female,Research in Higher Education,2016,1741
"Whang, Hannah",560,4,Hannah, Whang,female,Research in Higher Education,2015,1715
"Whang, Hannah",571,4,Hannah, Whang,female,Research in Higher Education,2016,1741
"Whang, Hannah",571,4,Hannah, Whang,female,Research in Higher Education,2015,1715
"White, Kate",112,1,Kate,White,female,Australian Quarterly,2015,370
"White, Paul",592,2,Paul, White,male,Sex Roles,2008,1818
"Whitehead, Jessica",503,2,Jessica, Whitehead,female,Social Psychological and Personality Science,2011,1541
"Whitney, Telle",252,1,Telle,Whitney,NA,Computer,2018,793
"Wickersham, Kelly",389,1,Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1213
"Wiebke, Heidi",291,3,Heidi, Wiebke,female,Science Education,2014,918
"Wiggins, Benjamin",373,4,Benjamin, Wiggins,male,PLoS ONE,2016,1139
"Wilbur, Meaghan",516,3,Meaghan, Wilbur,female,SMPTE Motion Imaging Journal,2018,1571
"Wilkins-Yel, Kerrie",647,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,617
"Wilkins-Yel, Kerrie",647,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1961
"Wilkins-Yel, Kerrie",187,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,617
"Wilkins-Yel, Kerrie",187,1,Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1961
"Wilkins, Kerrie",459,3,Kerrie, Wilkins,NA,Journal of Career Assessment,2015,1382
"Wille, Eike",45,2,Eike, Wille,NA,Journal of educational psychology,2017,139
"Williams-Hatala, Erin",277,9,Erin, Williams-Hatala,female,American Journal of Physical Anthropology,2018,865
"Williams, Amy",588,2,Amy, Williams,female,Sex Roles,2012,1803
"Williams, Joan",5,1,Joan,Williams,male,Journal of Research in Gender Studies,2016,7
"Williams, Wendy",242,2,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039
"Williams, Wendy",242,2,Wendy, Williams,female,Frontiers in psychology,2015,777
"Williams, Wendy",242,2,Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469
"Williams, Wendy",242,2,Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393
"Williams, Wendy",340,1,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039
"Williams, Wendy",340,1,Wendy, Williams,female,Frontiers in psychology,2015,777
"Williams, Wendy",340,1,Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469
"Williams, Wendy",340,1,Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393
"Williams, Wendy",483,4,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039
"Williams, Wendy",483,4,Wendy, Williams,female,Frontiers in psychology,2015,777
"Williams, Wendy",483,4,Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469
"Williams, Wendy",483,4,Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393
"Williams, Wendy",119,2,Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039
"Williams, Wendy",119,2,Wendy, Williams,female,Frontiers in psychology,2015,777
"Williams, Wendy",119,2,Wendy, Williams,female,Psychological Science in the Public Interest,2014,1469
"Williams, Wendy",119,2,Wendy, Williams,female,Journal of Women and Minorities in Science and Engineering,2012,393
"Williams, Williams",228,1,Williams,Williams,male,Frontiers in Psychology,2017,734
"Wills, Theodore",157,3,Theodore, Wills,male,Contemporary Educational Psychology,2013,538
"Wilson,",265,4,, Wilson,NA,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,825
"Wilson, Alyson",375,4,Alyson, Wilson,female,PLoS ONE,2017,1154
"Wilson, Claire",545,5,Claire, Wilson,female,Journal of Science Education and Technology,2017,1664
